Rang.Sistem,Rang.Pakar,Preccsion,Recall,F-Measure
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 20 februari 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri pekanbaru tidak salah menerapkan hukum hukum namun demikian amar putusan judex facti harus diperbaiki dengan pertimbangan sebagai berikut:. bahwa untuk melakukan pemutusan hubungan kerja terhadap penggugat atas dasar pelanggaran kesalahan berat, maka haruslah terlebih dahulu dibuktikan dengan keputusan peradilan pidana atas perbuatan tindak pidana yang dilakukan yang bersangkutan sesuai putusan mahkamah konstitusi nomor 012/puu/i/2003 juncto surat edaran menteri tenaga kerja nomor se-13/men/sj-hk/i/2005, ternyata mengenai hal itu tidak dapat dibuktikan oleh tergugat sehingga pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri pekanbaru dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt meskom agro sari, tersebut harus ditolak dengan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri pekanbaru tidak salah menerapkan hukum namun demikian amar putusan judex facti harus diperbaiki. hal ini dikarenakan pemutusan hubungan kerja yang dilakukan oleh tergugat terhadap penggugat adalah tidak sah secara hukum maka sesuai ketentuan pasal 155 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, tergugat mempunyai kewajiban hukum untuk membayarkan upah penggugat dan hak-hak lainnya yang sudah dihentikan tergugat sejak dikeluarkannya putusan pemutusan hubungan kerja sebagaimana surat 770/int/mas/sk-phk/hr/x/2018 tanggal 31 oktober 2018. selain itu dilakukan perbaikan amar nomor 5 ditambah kalimat “jabatan yang setara”, amar nomor 6 ditambah upah proses 6 bulan dan menghilangkan amar nomor 7.",0.655,0.392,0.490
"2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat telah benar menerapkan hukum menyatakan pemutusan hubungan kerja berpedoman pada pasal 161 undang undang nomor nomor 13 tahun 2003 tentang ketenagakerjaaan melakukan pelanggaran, dengan pertimbangan sebagai berikut:. 1. bahwa termohon kasasi tidak dapat dikualifisir mengundurkan diri sekalipun termohon kasasi sering mangkir kerja dan telah dikenai surat peringatan-surat peringatan, dan terakhir kali mangkir dan dipanggil 2 (dua) kali secara tertulis;. 2. bahwa ternyata berdasarkan penilaian hasil pembuktian yang menjadi kewenangan judex facti tidak diperoleh fakta hukum berdasarkan alat- alat bukti termohon kasasi telah mangkir 5 (lima) hari kerja berturut-turut atau lebih, dipanggil secara tertulis dan patut sebagaimana ditentukan secara jelas dan tegas pada pasal 168 undang undang nomor 13. ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt senjaya tunggal sakti tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri jakarta pusat telah benar menerapkan hukum menyatakan pemutusan hubungan kerja berpedoman pada pasal 161 undang undang nomor nomor 13 tahun 2003 tentang ketenagakerjaaan melakukan pelanggaran. hal ini dikarenakan termohon kasasi tidak dapat dikualifisir mengundurkan diri sekalipun termohon kasasi sering mangkir kerja dan telah dikenai surat peringatan-surat peringatan, dan terakhir kali mangkir dan dipanggil 2 (dua) kali secara tertulis. selain itu berdasarkan penilaian hasil pembuktian yang menjadi kewenangan judex facti tidak diperoleh fakta hukum berdasarkan alat-alat bukti termohon kasasi telah mangkir 5 (lima) hari kerja berturut-turut atau lebih, dipanggil secara tertulis dan patut sebagaimana ditentukan secara jelas dan tegas pada pasal 168 undang undang nomor 13 tahun 2003 tentang ketenagakerjaaan beserta penjelasannya.",0.911,0.551,0.687
"bahwa alasan-alasan permohonan kasasi dari pemohon kasasi tersebut tidak dapat dibenarkan, oleh karena setelah membaca dan meneliti memori kasasi tanggal 1 juli 2020 dan kontra memori kasasi tanggal 16 juli. 1. bahwa termohon kasasi/penggugat tidak dapat dikualifikasi mengundurkan diri melainkan pemutusan hubungan kerja bukan akibat kesalahan termohon kasasi/pekerja karena sebagaimana dipertimbangkan judex facti dengan benar pemanggilan 1 dan 2 disampaikan pemohon kasasi sekaligus pada tanggal 13 september. 3. bahwa selain itu, alasan-alasan kasasi pemohon kasasi tersebut mengenai penilaian hasil pembuktian yang bersifat penghargaan tentang suatu kenyataan, halmana tidak dapat dipertimbangkan dalam pemeriksaan pada tingkat kasasi karena pemeriksaan dalam tingkat kasasi hanya berkenaan dengan adanya kesalahan penerapan hukum, adanya pelanggaran hukum yang berlaku, adanya kelalaian dalam memenuhi syarat-syarat yang diwajibkan oleh peraturan perundang- undangan yang mengancam kelalaian itu dengan batalnya putusan yang bersangkutan atau bila pengadilan tidak berwenang atau melampaui batas wewenangnya, sebagaimana yang dimaksud pasal 30 undang undang nomor 14 tahun 1985 tentang mahkamah agung sebagaimana diubah dengan undang undang nomor 5 tahun 2004 dan perubahan kedua dengan undang undang nomor 3 tahun 2009;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt maroco tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;","mahkamah agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya. karena sesuai undang – undang nomor 13 tahun 2003 tentang ketenagakerjaan dan undang-undang  nomor 2 tahun 2004 tentang penyelesaian perselisihan hubungan industrial tidak ditemukan kesalahan penerapan hukum, tidak adanya pelanggaran hukum",0.790,0.188,0.303
"bahwa alasan-alasan permohonan kasasi dari pemohon kasasi tersebut dapat dibenarkan, oleh karena setelah membaca dan meneliti memori kasasi tanggal 1 september 2020 dan kontra memori kasasi tanggal. 9 september 2020, dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat telah salah menerapkan hukum menyatakan pemutusan hubungan hukum batal dan mempekerjakan kembali dengan pertimbangan sebagai berikut:. 1. bahwa perselisihan pemutusan hubungan kerja antara pemohon kasasi dengan termohon kasasi terkait dengan pemutusan hubungan kerja alasan efisiensi berdasarkan surat pemutusan hubungan nomor 225/pt si/corp/xii/2019 tanggal 20 desember 2019 (vide bukti p-5), bukan terkait alasan-alasan pemutusan hubungan kerja yang dilarang dan wajib mempekerjakan kembali sebagaimana ditentukan pasal 153 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan;. 2. bahwa pemutusan hubungan kerja dilakukan oleh pemohon kasasi akibat dari kinerja perusahaan yang memburuk dikuatkan dengan bukti total produksi dan penjualan yang menurun sejak tahun 2017 sampai dengan 2020 (vide bukti t-13,14), namun tidak dikuatkan dengan bukti berupa laporan kerugian perusahaan selama 2 (dua) tahun berturut-turut oleh akuntan publik sebagaimana dimaksud pasal 164 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan;. 3. bahwa terhadap perselisihan pemutusan hubungan kerja demikian tepat dan beralasan menerapkan ketentuan pasal 164 ayat (3) undang undang. 4. bahwa hak kompensasi termohon kasasi/penggugat dengan masa kerja kurang dari 7 (tujuh) tahun, upah/bulan rp3.940.972,00 (tiga juta sembilan ratus empat puluh ribu sembilan ratus empat puluh ribu sembilan ratus tujuh puluh dua rupiah) adalah:. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, mahkamah agung berpendapat, terdapat cukup alasan untuk mengabulkan permohonan kasasi dari pemohon kasasi pt sioen indonesia tersebut dan membatalkan putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat nomor 109/pdt.sus-phi/2020/pn jkt.pst. tanggal 4. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam semua tingkat peradilan ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri medan telah salah menerapkan hukum menyatakan pemutusan hubungan hukum batal dan mempekerjakan kembali. hal ini dikarenakan : perselisihan pemutusan hubungan kerja antara pemohon kasasi dengan termohon kasasi terkait dengan pemutusan hubungan kerja alasan efisiensi berdasarkan surat pemutusan hubungan nomor 225/pt si/corp/xii/2019 tanggal 20 desember 2019 (vide bukti p-5), bukan terkait alasan-alasan pemutusan hubungan kerja yang dilarang dan wajib mempekerjakan kembali sebagaimana ditentukan pasal 153 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. hubungan kerja dilakukan oleh pemohon kasasi akibat dari kinerja perusahaan yang memburuk dikuatkan dengan bukti total produksi dan penjualan yang menurun sejak tahun 2017 sampai dengan 2020 (vide bukti t-13,14), namun tidak dikuatkan dengan bukti berupa laporan kerugian perusahaan selama 2 (dua) tahun berturut-turut oleh akuntan publik sebagaimana dimaksud pasal 164 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. perselisihan pemutusan hubungan kerja demikian tepat dan beralasan menerapkan ketentuan pasal 164 ayat (3) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, efisiensi, dengan hak kompensasi 2 (dua) kali uang pesangon, uang penghargaan masa kerja, uang penggantian hak dan selama proses perselisihan berlangsung di lembaga pphi berhak atas upah proses selama 6 (enam) bulan sesuai surat edaran mahkamah agung nomor 3 tahun 2016. termohon kasasi/penggugat dengan masa kerja kurang dari 7 (tujuh) tahun, upah/bulan rp3.940.972,00 (tiga juta sembilan ratus empat puluh ribu sembilan ratus empat puluh ribu sembilan ratus tujuh puluh dua rupiah). agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.",0.839,0.688,0.756
"bahwa alasan-alasan permohonan kasasi dari pemohon kasasi tersebut dapat dibenarkan, oleh karena setelah membaca dan meneliti memori kasasi tanggal 1 september 2020 dan kontra memori kasasi tanggal. 9 september 2020, dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat telah salah menerapkan hukum menyatakan pemutusan hubungan hukum batal dan mempekerjakan kembali dengan pertimbangan sebagai berikut:. 1. bahwa perselisihan pemutusan hubungan kerja antara pemohon kasasi dengan termohon kasasi terkait dengan pemutusan hubungan kerja alasan efisiensi berdasarkan surat pemutusan hubungan nomor 225/pt si/corp/xii/2019 tanggal 20 desember 2019 (vide bukti p-5), bukan terkait alasan-alasan pemutusan hubungan kerja yang dilarang dan wajib mempekerjakan kembali sebagaimana ditentukan pasal 153 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan;. 2. bahwa pemutusan hubungan kerja dilakukan oleh pemohon kasasi akibat dari kinerja perusahaan yang memburuk dikuatkan dengan bukti total produksi dan penjualan yang menurun sejak tahun 2017 sampai dengan 2020 (vide bukti t-13,14), namun tidak dikuatkan dengan bukti berupa laporan kerugian perusahaan selama 2 (dua) tahun berturut-turut oleh akuntan publik sebagaimana dimaksud pasal 164 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan;. 3. bahwa terhadap perselisihan pemutusan hubungan kerja demikian tepat dan beralasan menerapkan ketentuan pasal 164 ayat (3) undang undang. 4. bahwa hak kompensasi termohon kasasi/penggugat dengan masa kerja kurang dari 7 (tujuh) tahun, upah/bulan rp3.940.972,00 (tiga juta sembilan ratus empat puluh ribu sembilan ratus empat puluh ribu sembilan ratus tujuh puluh dua rupiah) adalah:. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, mahkamah agung berpendapat, terdapat cukup alasan untuk mengabulkan permohonan kasasi dari pemohon kasasi pt sioen indonesia tersebut dan membatalkan putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat nomor 109/pdt.sus-phi/2020/pn jkt.pst. tanggal 4. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam semua tingkat peradilan ini dibebankan kepada negara;","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri medan telah salah menerapkan hukum menyatakan pemutusan hubungan hukum batal dan mempekerjakan kembali. hal ini dikarenakan : perselisihan pemutusan hubungan kerja antara pemohon kasasi dengan termohon kasasi terkait dengan pemutusan hubungan kerja alasan efisiensi berdasarkan surat pemutusan hubungan nomor 225/pt si/corp/xii/2019 tanggal 20 desember 2019 (vide bukti p-5), bukan terkait alasan-alasan pemutusan hubungan kerja yang dilarang dan wajib mempekerjakan kembali sebagaimana ditentukan pasal 153 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. hubungan kerja dilakukan oleh pemohon kasasi akibat dari kinerja perusahaan yang memburuk dikuatkan dengan bukti total produksi dan penjualan yang menurun sejak tahun 2017 sampai dengan 2020 (vide bukti t-13,14), namun tidak dikuatkan dengan bukti berupa laporan kerugian perusahaan selama 2 (dua) tahun berturut-turut oleh akuntan publik sebagaimana dimaksud pasal 164 ayat (2) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan. perselisihan pemutusan hubungan kerja demikian tepat dan beralasan menerapkan ketentuan pasal 164 ayat (3) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan, efisiensi, dengan hak kompensasi 2 (dua) kali uang pesangon, uang penghargaan masa kerja, uang penggantian hak dan selama proses perselisihan berlangsung di lembaga pphi berhak atas upah proses selama 6 (enam) bulan sesuai surat edaran mahkamah agung nomor 3 tahun 2016. termohon kasasi/penggugat dengan masa kerja kurang dari 7 (tujuh) tahun, upah/bulan rp3.940.972,00 (tiga juta sembilan ratus empat puluh ribu sembilan ratus empat puluh ribu sembilan ratus tujuh puluh dua rupiah). agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.",0.839,0.688,0.756
"bahwa pemanggilan tergugat/pemohon kasasi kepada penggugat/ termohon kasasi dilakukan setelah perselisihan antara penggugat dengn tergugat terjadi dan pada tahap mediasi dengan pencatatan perselisihan pada tanggal 4 oktober 2019, sedangkan pemanggilan tertulis tanggal 14 dan 18 oktober 2019 dikuatkan dengan alat bukti yang telah benar dipertimbangkan judex facti sehingga surat panggilan tidak dapat dipertimbangkan dan alasan pengunduran diri tidak beralasan hukum karena tidak memenuhi isi ketentaun pasal 168 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan dan penjelasannya, serta adil berhak atas upah proses 3 (tiga) bulan lebih kecil dari 6 (enam) bulan upah sesuai sema nomor 03 tahun 2015 karena penggugat selama proses perselisihan berlangsung tidak melaksanakan kewajibannya meskipun telah dipanggil;. berkenaan dengan adanya kesalahan penerapan hukum, adanya pelanggaran hukum yang berlaku, adanya kelalaian dalam memenuhi syarat-syarat yang diwajibkan oleh peraturan perundang-undangan yang mengancam kelalaian itu dengan batalnya putusan yang bersangkutan atau bila pengadilan tidak berwenang atau melampaui batas wewenangnya, sebagaimana yang dimaksud pasal 30 undang undang nomor 14 tahun 1985 tentang mahkamah agung sebagaimana diubah dengan undang undang nomor 5 tahun 2004 dan perubahan kedua dengan undang undang nomor 3 tahun 2009;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi: pt handaru makmur sejahtera tersebut harus","mahkamah agung berpendapat bahwa pengadilan hubungan industrial pada pengadilan negeri jakarta pusat telah tepat menerapkan hukum menyatakan pemutusan hubungan kerja dengan 2 (dua) kali uang pesangon, uang penghargaan masa kerja dan uang penggantian hak serta adil upah proses 3 (tiga) bulan. hal ini dikarenakan: pemohon kasasi/tergugat memutus hubungan kerja termohon kasasi tanpa ada kesalahan dan atau telah dikenai surat peringatan, sebagaimana dimaksud pasal 161 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan; pemanggilan tergugat/pemohon kasasi kepada penggugat/ termohon kasasi dilakukan setelah perselisihan antara penggugat dengn tergugat terjadi dan pada tahap mediasi dengan pencatatan perselisihan pada tanggal 4 oktober 2019, sedangkan pemanggilan tertulis tanggal 14 dan 18 oktober 2019 dikuatkan dengan alat bukti yang telah benar dipertimbangkan judex facti sehingga surat panggilan tidak dapat dipertimbangkan dan alasan pengunduran diri tidak beralasan hukum karena tidak memenuhi isi ketentaun pasal 168 undang undang nomor 13 tahun 2003 tentang ketenagakerjaan dan penjelasannya, serta adil berhak atas upah proses 3 (tiga) bulan lebih kecil dari 6 (enam) bulan upah sesuai sema nomor 03 tahun 2015 karena penggugat selama proses perselisihan berlangsung tidak melaksanakan kewajibannya meskipun telah dipanggil. alasan-alasan kasasi pemohon kasasi tidak dapat dibenarkan karena merupakan penilaian terhadap fakta dan hasil pembuktian di persidangan yang bersifat penghargaan tentang suatu kenyataan,",0.692,0.629,0.659
"10 september 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya, judex facti telah mempertimbangkan bukti-bukti kedua belah pihak dan ketentuan hukum yang berlaku dalam memutus perkara ini, dengan pertimbangan sebagai berikut:. 2), maka atas pemutusan hubungan kerja tersebut penggugat berhak memperoleh uang kompensasi pemutusan hubungan kerja sesuai ketentuan pasal 164 ayat (3) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan yaitu uang pesangon sebesar 2 x ketentuan pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 x ketentuan pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan pasal. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt prima kwarta niaga tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.,0.742,0.120,0.207
"10 september 2020 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya, judex facti telah mempertimbangkan bukti-bukti kedua belah pihak dan ketentuan hukum yang berlaku dalam memutus perkara ini, dengan pertimbangan sebagai berikut:. 2), maka atas pemutusan hubungan kerja tersebut penggugat berhak memperoleh uang kompensasi pemutusan hubungan kerja sesuai ketentuan pasal 164 ayat (3) undang undang nomor 13 tahun 2003 tentang ketenagakerjaan yaitu uang pesangon sebesar 2 x ketentuan pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 x ketentuan pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan pasal. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt prima kwarta niaga tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.,0.742,0.120,0.207
"bahwa alasan tersebut tidak dapat dibenarkan, oleh karena setelah meneliti secara saksama memori kasasi tanggal 28 juni 2019 dan kontra memori kasasi tanggal 8 agustus 2019 dihubungkan dengan pertimbangan judex facti, dalam hal ini pengadilan hubungan industrial pada pengadilan negeri jakarta pusat tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. - bahwa pertimbangan hukum putusan judex facti yang mengabulkan gugatan penggugat dapat dibenarkan, karena berdasarkan fakta-fakta dalam perkara a quo judex facti telah memberikan pertimbangan yang cukup, dimana pemutusan hubungan kerja (phk) antara penggugat dengan tergugat terhitung semenjak tergugat melarang penggugat masuk bekerja terhadap penggugat karena penggugat telah mangkir atau. 2003 tentang ketenagakerjaan dan berdasarkan ketentuan pasal 61 ayat (1) undang-undang nomor 13 tahun 2003 ketenagakerjaan mewajibkan kepada tergugat untuk membayar hak-hak penggugat sebagaimana yang telah dipertimbangkan oleh judex facti;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi pt kerta angsana tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini di bawah rp150.000.000,00 (seratus lima puluh juta rupiah), sebagaimana ditentukan dalam pasal 58 undang-undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada negara;",mahkamah agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.,0.774,0.111,0.194
"menimbang, bahwa permohonan kasasi a quo beserta alasan-alasannya telah diberitahukan kepada pihak lawan dengan saksama, diajukan dalam tenggang waktu dan dengan cara yang ditentukan dalam undang-undang, oleh. 2. memerintahkan kepada termohon kasasi (dahulu tergugat) untuk membayar hak-hak pemohon kasasi (dahulu penggugat) yang belum dibayar yang apabila dihitung hingga bulan april saat gugatan ini diajukan adalah berupa upah beserta dendanya sebesar rp1.110.093.000,00 (satu miliar seratus sepuluh juta sembilan puluh tiga ribu rupiah), tunjangan hari raya (thr) beserta dendanya sebesar rp16.008.300,00 (enam belas juta delapan ribu tiga ratus rupiah) dan mengganti iuran kepesertaan bpjs yang telah dibayar penggugat sebesar rp4.480.000,00 (empat juta, empat ratus delapan puluh ribu rupiah) serta tetap membayar hak-hak tersebut beserta dendanya setelah bulan april dan seterusnya hingga pemutusan hubungan kerja mempunyai kekuatan hukum yang bersifat tetap (inkracht van gewijsde);. 2. menyatakan bahwa pemutusan hubungan kerja (phk) yang dilakukan termohon kasasi (d/h tergugat) terhadap pemohon kasasi (d/h penggugat) sebagaimana tertuang dalam surat keputusan pemutusan. 3. memerintahkan kepada termohon kasasi (dahulu tergugat) untuk mempekerjakan kembali pemohon kasasi (dahulu penggugat) serta mengembalikan hak dan kewajiban pemohon kasasi (dahulu penggugat) sesuai surat perjanjian kerja yang telah ditandatangi bersama pada tanggal 1 november 2012;. - menghukum termohon kasasi (dahulu tergugat konvensi/penggugat rekonvensi) untuk membayar seluruh biaya yang timbul dalam perkara ini; bahwa, terhadap memori kasasi tersebut, termohon kasasi telah mengajukan kontra memori kasasi tanggal 2 september 2019 yang pada. agustus 2019 dan kontra memori kasasi tanggal 2 september 2019 dihubungkan dengan pertimbangan judex facti dalam hal ini putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar serta tidak salah menerapkan hukum dengan pertimbangan sebagai berikut:. bahwa walaupun pemutusan hubungan kerja yang dilakukan oleh tergugat tidak dapat dibenarkan berdasarkan ketentuan pasal 155 ayat (1) undang-undang nomor 13 tahun 2003 tentang ketenagakerjaan karena tidak berdasarkan pada penetapan dari lembaga penyelesaian perselisihan. memberikan surat teguran atau peringatan yang cukup kepada penggugat atas kesalahan atau kekeliruan penggugat dalam tugas dan tanggung jawab bidang pekerjaannya yang dapat merugikan semua pihak yaitu pekerja lainnya, (tentang iuran bpjs) maupun perusahaan (tergugat), berdasarkan keaadan tersebut sebagaimana pertimbangan judex facti dapat dibenarkan oleh karena untuk melanjutkan hubungan kerja sudah tidak mungkin untuk dilanjutkan karena sudah tidak adanya keharmonisan terlihat bagi pihak – pihak (penggugat dan tergugat) setelah adanya gugatan a quo, sehingga pemutusan hubungan kerja tersebut adil dan pantas untuk dinyatakan berlaku semenjak putusan judex facti dan perkara a quo di jatuhkan dengan memerintahkan kepada tergugat untuk memenuhi hak-hak penggugat sebagaimana yang telah tepat dan benar dipertimbangkan oleh judex facti dalam perkara a quo;. menimbang, bahwa berdasarkan pertimbangan tersebut di atas, ternyata bahwa putusan pengadilan hubungan industrial pada pengadilan negeri jakarta pusat dalam perkara ini tidak bertentangan dengan hukum dan/atau undang-undang, sehingga permohonan kasasi yang diajukan oleh pemohon kasasi maimun, s.h., s.pd., tersebut harus ditolak;. menimbang, bahwa oleh karena nilai gugatan dalam perkara ini rp150.000.000,00 (seratus lima puluh juta rupiah) di atas, sebagaimana ditentukan dalam pasal 58 undang undang nomor 2 tahun 2004, maka biaya perkara dalam tingkat kasasi ini dibebankan kepada pemohon kasasi;",mahkamah agung berpendapat setelah meneliti memori kasasi dan kontra memori kasasi dihubungkan dengan pertimbangan judex facti maka pengadilan hubungan industrial pada pengadilan negeri jakarta pusat sudah tepat dan benar menerapkan hukumnya.,0.839,0.050,0.094
