Rang.Sistem,Rang.Pakar,Preccsion,Recall,F-Measure
"pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan, berdasarkan surat kuasa khusus tanggal 6 februari 2020; pemohon kasasi;","pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan pemohon kasasi/tergugat.",0.985,0.893,0.937
"pt senjaya tunggal sakti, yang diwakili oleh direktur harry njio, berkedudukan di da vinci tower, 26th floor, jalan jenderal sudirman, kav. 12, jakarta, dan/atau jalan senen raya, nomor 135, kompleks atrium, blok g, nomor 5 - 6, senen, jakarta pusat, dalam hal ini memberi kuasa kepada laranru, s.h. dan kawan, manajer umum & legal, pada pt senjayya tunggal sakti, beralamat di da vinci tower, lantai 26, kav. 12, jakarta pusat, berdasarkan surat kuasa khusus tanggal 29 juni 2020; pemohon kasasi;","pt senjaya tunggal sakti, yang diwakili oleh direktur harry njio, berkedudukan di da vinci tower, 26th floor, jalan jenderal sudirman, kav. 12, jakarta, dan/atau jalan senen raya, nomor 135, kompleks atrium, blok g, nomor 5 - 6, senen, jakarta pusat, dalam hal ini memberi kuasa kepada laranru, s.h. dan kawan, manajer umum & legal, pada pt senjayya tunggal sakti, beralamat di da vinci tower, lantai 26, kav. 12, jakarta pusat sebagai pemohon kasasi/tergugat.",0.973,0.900,0.935
"pt maroco, yang diwakili oleh direktur khioe ye bing berkedudukan di jalan raya daan mogot, kilometer 6, nomor 190, jakarta barat, dalam hal ini memberi kuasa kepada winknyo juanda dan kawan, hi-ligel & gapada pt muroco beralamat di kp karangan, rt 003, rw 004, desa pupasari, kercamatan citeureup, kabupoaten bogor, provinsi jawa barat, berdasarkan surat kuasa khusus tanggal 18 juni 2020; pemohon kasasi;","pt marco, berkedudukan di jalan raya daan mogot, kilometer 6, nomor 190, jakarta barat, dalam hal ini memberi kuasa kepada winknyo juanda dan kawan, hi-ligel & gapada pt muroco beralamat di kp karangan, rt 003, rw 004, desa pupasari, kercamatan citeureup, kabupoaten bogor, provinsi jawa barat sebagai pemohon kasasi; melawan",0.940,0.746,0.832
"pt sioen indonesia, yang diwakili oleh direktur, roy viswanathan, berkedudukan di kbn marunda, jalan pontianak, blok c 02-03, jakarta, dalam hal ini memberi kuasa kepada solihin, s.h., m.h., dan kawan-kawan, tim advokasi dan pengurus dewan pimpinan provinsi asosiasi pengusaha indonesia, beralamat di jalan cikini 1, nomor 3 b, jakarta pusat, berdasarkan surat kuasa khusus tanggal 12 agustus 2020; pemohon kasasi;","pt sioen indonesia, yang diwakili oleh direktur, roy viswanathan, berkedudukan di kbn marunda, jalan pontianak, blok c 02-03, jakarta, dalam hal ini memberi kuasa kepada solihin, s.h., m.h., dan kawan-kawan, tim advokasi dan pengurus dewan pimpinan provinsi asosiasi pengusaha indonesia, beralamat di jalan cikini 1, nomor 3 b, jakarta pusat sebagai pemohon kasasi/tergugat.",0.966,0.875,0.918
"pt sioen indonesia, yang diwakili oleh direktur, roy viswanathan, berkedudukan di kbn marunda, jalan pontianak, blok c 02-03, jakarta, dalam hal ini memberi kuasa kepada solihin, s.h., m.h., dan kawan-kawan, tim advokasi dan pengurus dewan pimpinan provinsi asosiasi pengusaha indonesia, beralamat di jalan cikini 1, nomor 3 b, jakarta pusat, berdasarkan surat kuasa khusus tanggal 12 agustus 2020; pemohon kasasi;","pt sioen indonesia, yang diwakili oleh direktur, roy viswanathan, berkedudukan di kbn marunda, jalan pontianak, blok c 02-03, jakarta, dalam hal ini memberi kuasa kepada solihin, s.h., m.h., dan kawan-kawan, tim advokasi dan pengurus dewan pimpinan provinsi asosiasi pengusaha indonesia, beralamat di jalan cikini 1, nomor 3 b, jakarta pusat sebagai pemohon kasasi/tergugat.",0.966,0.875,0.918
"pt handaru makmur sejahtera, yang diwakili oleh direktur, harris handoko, berkedudukan di rukan multiguna kemayoran, jalan rajawali selatan raya, blok c 5, nomor 2 e, jakarta utara, dalam hal ini memberi kuasa kepada ir. h. didik setiawan, s.h., dan kawan, manager hrd, pada pt handaru makmur sejahtera, beralamat di rukan multiguna kemayoran, blok 2 b, jalan rajawali selatan raya, kav. c- 5, nomor 2, jakarta utara, berdasarkan surat kuasa khusus tanggal 6 maret 2020; pemohon kasasi;","pt handaru makmur sejahtera, yang diwakili oleh direktur, harris handoko, berkedudukan di rukan multiguna kemayoran, jalan rajawali selatan raya, blok c 5, nomor 2 e, jakarta utara, dalam hal ini memberi kuasa kepada ir. h. didik setiawan, s.h., dan kawan, manager hrd, pada pt handaru makmur sejahtera, beralamat di rukan multiguna kemayoran, blok 2 b, jalan rajawali selatan raya, kav. c5, nomor 2, jakarta utara, berdasarkan surat kuasa sebagai pemohon kasasi/tergugat.",0.959,0.909,0.933
"pt prima kwarta niaga, yang diwakili oleh direktur james leo, berkedudukan di soho capital podomoro city, lantai 26, nomor 6, jalan s. parman, kav. 28, jakarta barat, dalam hal ini memberi kuasa kepada kentjanawati soean, s.h.,dan kawan, para advokat pada kantor hukum kentjanawati, tonny & rekan, beralamat di griya bintaro estate, blok 3, nomor 10, tegal rotan, sawa lama, ciputat, tangerang selatan, berdasarkan surat kuasa khusus tanggal 3 agustus 2020; pemohon kasasi;","pt prima kwarta niaga, berkedudukan di soho capital podomoro city, lantai 26, nomor 6, jalan s. parman, kav. 28, jakarta barat, dalam hal ini memberi kuasa kepada kentjanawati soean, s.h.,dan kawan, para advokat pada kantor hukum kentjanawati, tonny & rekan, beralamat di griya bintaro estate, blok 3, nomor 10, tegal rotan, sawa lama, ciputat, tangerang selatan, pemohon kasasi melawan",0.983,0.808,0.887
"pt prima kwarta niaga, yang diwakili oleh direktur james leo, berkedudukan di soho capital podomoro city, lantai 26, nomor 6, jalan s. parman, kav. 28, jakarta barat, dalam hal ini memberi kuasa kepada kentjanawati soean, s.h.,dan kawan, para advokat pada kantor hukum kentjanawati, tonny & rekan, beralamat di griya bintaro estate, blok 3, nomor 10, tegal rotan, sawa lama, ciputat, tangerang selatan, berdasarkan surat kuasa khusus tanggal 3 agustus 2020; pemohon kasasi;","pt prima kwarta niaga, berkedudukan di soho capital podomoro city, lantai 26, nomor 6, jalan s. parman, kav. 28, jakarta barat, dalam hal ini memberi kuasa kepada kentjanawati soean, s.h.,dan kawan, para advokat pada kantor hukum kentjanawati, tonny & rekan, beralamat di griya bintaro estate, blok 3, nomor 10, tegal rotan, sawa lama, ciputat, tangerang selatan, pemohon kasasi melawan",0.983,0.808,0.887
"pt kerta angsana, berkedudukan di jalan k.h. wahid hasyim, nomor 29, menteng, jakarta pusat, diwakili oleh dipl. ing. heru setiawan selaku direktur utama, dalam hal ini memberi kuasa kepada winita e. kusnandar, s.h., mba., dan kawan-kawan, para advokat, beralamat di equity tower, lantai 25, sudirman central business district (scbd), lot 9, jalan jenderal sudirman, kav. 52-53, jakarta, berdasarkan surat kuasa khusus tanggal 12 juni 2019; pemohon kasasi/tergugat;","pt kereta angsana berkedudukan di jalan k.h. wahid hasyim, nomor 29, menteng, jakarta pusat, diwakili oleh dipl. ing. heru setiawan selaku direktur utama, dalam hal ini memberi kuasa kepada winita e. kusnandar, s.h., mba., dan kawan-kawan, para advokat, beralamat di equity tower, lantai 25, sudirman central business district (scbd), lot 9, jalan jenderal sudirman, kav. 52-53, jakarta disebut pemohon kasasi melawan",0.954,0.861,0.905
"maimun, s.h., s.pd., warga negara indonesia, bertempat tinggal di jalan wijaya kusuma, blok a2, perum ptsc, kecamatan cileungsi, bogor; pemohon kasasi;","maimun, s.h., s.pd warga negara indonesia, bertempat tinggal di jalan wijaya kusuma, blok a2, perum ptsc, kecamatan cileungsi, bogor, disebut pemohon kasasi melawan",0.920,1.000,0.958
"gatot muliono, warga negara indonesia, bertempat tinggal di jalan tanjungsari jaya bakti 69 18 rt. 18/2, tanjungsari, sukomanunggal, surabaya, dalam hal ini memberi kuasa kepada david hulman sinaga, s.h., advokat pada kantor advokat david ben yahweh, beralamat di jalan kebondalem nomor 42, desa domas, menganti, gresik, berdasarkan surat kuasa khusus tanggal 23 september 2019; pemohon kasasi;","gatot muliono bertempat tinggal di jalan tanjungsari jaya bakti 69 18 rt. 18/2, tanjungsari, sukomanunggal, surabaya, dalam hal ini memberi kuasa kepada david hulman sinaga, s.h., advokat pada kantor advokat david ben yahweh, beralamat di jalan kebondalem nomor 42, desa domas, menganti, gresik, disebut pemohon kasasi melawan",0.959,0.810,0.879
"pt canang indah, diwakili oleh ng bie tiong, selaku plant director, berkedudukan di jalan pltu pulo sicanang, kelurahan pulo sicanang, kecamatan medan belawan/jalan prof. h. m. yamin nomor 46, kota medan, sumatera utara, dalam hal ini memberi kuasa kepada veny kemala dewi, dan kawan, manager hrm, berdasarkan surat kuasa khusus tanggal 26 desember 2019; pemohon kasasi;","pt canang indah , berkedudukan di jalan pltu pulo sicanang, kelurahan pulo sicanang, kecamatan medan belawan/jalan prof. h. m. yamin nomor 46, kota medan, sumatera utara, dalam hal ini memberi kuasa kepada veny kemala dewi, dan kawan, manager hrm disebut pemohon kasasi melawan",0.953,0.719,0.820
"pt canang indah, diwakili oleh ng bie tiong, selaku plant director, berkedudukan di jalan pltu pulo sicanang, kelurahan pulo sicanang, kecamatan medan belawan/jalan prof. h. m. yamin nomor 46, kota medan, sumatera utara, dalam hal ini memberi kuasa kepada veny kemala dewi, dan kawan, manager hrm, berdasarkan surat kuasa khusus tanggal 26 desember 2019; pemohon kasasi;","pt canang indah , berkedudukan di jalan pltu pulo sicanang, kelurahan pulo sicanang, kecamatan medan belawan/jalan prof. h. m. yamin nomor 46, kota medan, sumatera utara, dalam hal ini memberi kuasa kepada veny kemala dewi, dan kawan, manager hrm disebut pemohon kasasi melawan",0.953,0.719,0.820
"pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan, berdasarkan surat kuasa khusus tanggal 30 maret 2020; pemohon kasasi;","pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan sebagai pemohon kasasi/tergugat;",0.973,0.899,0.934
"pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan, berdasarkan surat kuasa khusus tanggal 6 februari 2020; pemohon kasasi;","pt meskom agro sarimas, berkedudukan di jalan utama pangkalan batang barat km 6,5, bengkalis riau dan di jalan saleh abbas, nomor 55.b, pasar bawah, pekanbaru, dalam hal ini memberi kuasa kepada h. refman basri, s.h., mba., dan kawan-kawan, para advokat pada kantor hukum h. refman basri, s.h., mba., - h. zulchairi, s.h., & rekan, beralamat di jalan kejaksaan, nomor 7, medan pemohon kasasi/tergugat.",0.985,0.893,0.937
"pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan- kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan, berdasarkan surat kuasa khusus tanggal 27 november 2019; pemohon kasasi;","pt nusa halmahera mineral, yang diwakili oleh presiden direktur anang r. noor, berkedudukan di the manhattan square, lantai 3, mid tower, jalan t.b. simatupang, kav. 1-s, rt 10, rw 01, kelurahan cilandak timur, kecamatan pasar minggu, jakarta selatan, dalam hal ini memberi kuasa kepada a. kemalsjah siregar dan kawan-kawan, para advokat pada kantor hukum kemalsjah & associates, beralamat di graha cimb niaga, lantai 8, jalan jenderal sudirman, kav. 58, jakarta selatan sebagai pemohon kasasi/tergugat;",0.974,0.904,0.938
"pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410, berdasarkan surat kuasa khusus tanggal 4 februari 2020; pemohon kasasi;","pt asuransi reliance indonesia, yang diwakili oleh direksi, mardiana, s.e., dan wibisono julianto, berkedudukan di menara batavia, lantai 27, jalan kh mas mansyur, kav. 126, jakarta 10220, dalam hal ini memberi kuasa kepada alvin ayodhia siregar, s.e., s.h., m.m., m.h., dan kawan, para advokat pada kantor advokat alvin ayodhia siregar & associates, beralamat di cohive, cowell tower, level gf, unit 1, jalan senen raya, blok a, nomor 135, jakarta 10410 sebagai pemohon kasasi/tergugat.",0.974,0.905,0.938
"pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang, berdasarkan surat kuasa khusus tanggal 19 september 2019; pemohon kasasi/tergugat;","pt jumbo power internasional cabang semarang, berkedudukan di jalan terminal terboyo, nomor 2, kelurahan terboyo wetan, kecamatan genuk, kota semarang, diwakili oleh anggiat sugiarto selaku direktur, dalam hal ini memberi kuasa kepada c. dr. theodorus yosep parera, s.h., m.h. dan kawan-kawan, para advokat, beralamat di semarang indah, d 15, nomor 32, kota semarang sebagai pemohon kasasi/tergugat;",0.983,0.881,0.929
"pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan, berdasarkan surat kuasa khusus tanggal 5 februari 2020; pemohon kasasi/tergugat;","pt belitang panen raya ii, berkedudukan di jalan sriwijaya raya, km.13, nomor 1, rt. 10, kelurahan karya jaya, kecamatan kertapati, palembang, diwakili oleh johan winarta selaku direktur utama, dalam hal ini memberi kuasa kepada titis rachmawati, s.h., m.h, dan kawan-kawan, para advokat, beralamat di jalan kapten a rivai, nomor 50-51, kota palembang, provinsi sumatera selatan sebagai pemohon kasasi/tergugat;",0.984,0.887,0.933
"pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat, berdasarkan surat kuasa khusus tanggal 17 februari 2020; pemohon kasasi;","pt citra nusantara mandiri solok, yang diwakili oleh direktur, ir. fernando purba, berkedudukan di jalan sapta marga, nomor 001, kelurahan kampung jawa, kecamatan tanjung harapan, kota solok, dalam hal ini memberi kuasa kepada h. sani mariko, s.h., m.h., dan kawan-kawan, para advokat pada kantor hukum sm & associates, beralamat di jalan diponegoro, kelurahan vi suku, kecamatan lb. sikarah, kota solok, sumatera barat sebagai pemohon kasasi;",0.985,0.892,0.936
"rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru, berdasarkan surat kuasa khusus tanggal 10 januari 2020; pemohon kasasi/penggugat;","rudi antoro, bertempat tinggal di jalan blok lemah rempag, rt. 026, rw. 007, kelurahan suka slamet, kecamatan kroya, kabupaten indramayu, dalam hal ini memberikan kuasa kepada agus supriyadi, s.h., m.h. dan kawan-kawan, para advokat, pengurus dan pralegal dari lembaga bantuan hukum serikat buruh sejahtera indonesia koordinator wilayah dki jakarta (lbh sbsi korwil dki jakarta) yang beralamat di jalan tanah tinggi ii/44b, johar baru sebagai pemohon kasasi/penggugat;",0.986,0.897,0.940
"heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung; pemohon kasasi;","heara halawa, bertempat tinggal di kampung leuweung kaleng, rt 04, rw 03, kecamatan katapang, kabupaten bandung sebagai pemohon kasasi;",0.947,1.000,0.973
"pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan, berdasarkan surat kuasa khusus tanggal 30 maret 2020; pemohon kasasi;","pt bina san prima, yang diwakili oleh direktur drs. setiawan thahjadi, berkedudukan di jalan harun sohar, komplek palembang star, blok a 16, 17, 18, kota palembang, dalam hal ini memberi kuasa kepada meisal suhardi, s.h. dan kawan, para advokat pada kantor hukum law firm astari & partners, beralamat di jalan sukabangun i, lr. kito, nomor 1143, rt 022, rw 003, kelurahan suka bangun, kecamatan sukarami, kota palembang, sumatera selatan sebagai pemohon kasasi/tergugat;",0.973,0.899,0.934
